timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,failureMessage,bytes,Latency,IdleTime,Connect
1608072150067,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=${page_id},text,false,,1235,0,0,0
1608072150067,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 73: http://localhost:30080/tools.descartes.teastore.webui/category?category=${category}&page=${page_id},text,false,,1235,0,0,0
1608072150052,20,Add Product to Cart,500,,text,false,,6390,20,0,0
1608072150073,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=2&page=${page_id},text,false,,1225,0,0,0
1608072150068,7,Add Product 2 to Cart,500,,text,false,,6390,7,0,0
1608072150066,9,Add Product to Cart,500,,text,false,,6390,9,0,2
1608072150075,0,List Products with different page,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 80: http://localhost:30080/tools.descartes.teastore.webui/category?category=4&page=${page_id},text,false,,1225,0,0,0
1608072150068,8,Add Product 2 to Cart,500,,text,false,,6390,8,0,0
1608072150068,8,Add Product 2 to Cart,500,,text,false,,6390,8,0,0
1608072150073,4,Add Product 2 to Cart,500,,text,false,,6390,4,0,1
1608072150076,3,Add Product 2 to Cart,500,,text,false,,6390,3,0,0
1608072150076,53,Logout,200,,text,true,,10479,21,0,0
1608072150075,56,Logout,200,,text,true,,10479,18,0,0
1608072150079,53,Logout,200,,text,true,,10479,14,0,1
1608072150078,60,Logout,200,,text,true,,10479,22,0,0
1608072150077,67,Logout,200,,text,true,,10479,22,0,1
1608072150129,28,Home,200,,text,true,,8822,28,0,0
1608072150132,25,Home,200,,text,true,,8822,25,0,0
1608072150133,30,Home,200,,text,true,,8822,30,0,0
1608072150144,19,Home,200,,text,true,,8822,19,0,0
1608072150139,25,Home,200,,text,true,,8822,25,0,0
1608072150158,52,Login,200,,text,true,,10105,19,0,0
1608072150158,54,Login,200,,text,true,,10104,19,0,0
1608072150164,58,Login,200,,text,true,,10104,36,0,0
1608072150164,67,Login,200,,text,true,,10103,36,0,0
1608072150165,69,Login,200,,text,true,,10104,40,0,0
1608072150061,876,List Products,200,,text,true,,118983,871,0,0
1608072150211,728,List Products,200,,text,true,,100738,721,0,0
1608072150062,880,List Products,200,,text,true,,108144,870,0,0
1608072150063,894,List Products,200,,text,true,,93444,870,0,0
1608072150235,722,List Products,200,,text,true,,118983,699,0,0
1608072150232,715,List Products,200,,text,true,,118983,699,0,0
1608072150212,750,List Products,200,,text,true,,118983,721,0,0
1608072150038,920,List Products,200,,text,true,,147011,895,0,0
1608072150223,741,List Products,200,,text,true,,108144,710,0,0
1608072150046,901,List Products,200,,text,true,,147011,886,0,0
1608072150960,818,Look at Product,200,,text,true,,113635,815,0,0
1608072150966,812,Look at Product,200,,text,true,,89347,808,0,0
1608072150960,819,Look at Product,200,,text,true,,106894,815,0,0
1608072150942,837,Look at Product,200,,text,true,,86268,833,0,0
1608072150967,812,Look at Product,200,,text,true,,140117,808,0,0
1608072150964,815,Look at Product,200,,text,true,,123529,811,0,0
1608072150941,839,Look at Product,200,,text,true,,130463,834,0,0
1608072150961,819,Look at Product,200,,text,true,,101609,814,0,0
1608072150964,817,Look at Product,200,,text,true,,136142,811,0,0
1608072150946,835,Look at Product,200,,text,true,,97723,829,0,0
1608072151780,6,Add Product to Cart,500,,text,false,,7126,6,0,0
1608072151781,6,Add Product to Cart,500,,text,false,,7126,6,0,0
1608072151781,6,Add Product to Cart,500,,text,false,,7126,6,0,0
1608072151781,8,Add Product to Cart,500,,text,false,,7126,8,0,0
1608072151781,10,Add Product to Cart,500,,text,false,,7126,10,0,0
1608072151780,11,Add Product to Cart,500,,text,false,,7126,11,0,0
1608072151787,179,List Products with different page,200,,text,true,,105723,177,0,1
1608072151788,182,List Products with different page,200,,text,true,,119323,176,0,0
1608072151792,184,List Products with different page,200,,text,true,,118106,172,0,0
1608072151792,189,List Products with different page,200,,text,true,,101661,183,0,0
1608072151789,202,List Products with different page,200,,text,true,,142086,193,0,1
1608072151787,206,List Products with different page,200,,text,true,,118106,196,0,1
1608072151780,733,Add Product to Cart,200,,text,true,,29653,76,0,0
1608072151983,532,Add Product 2 to Cart,200,,text,true,,24779,37,0,0
1608072151967,548,Add Product 2 to Cart,200,,text,true,,26662,39,0,0
1608072151972,546,Add Product 2 to Cart,200,,text,true,,23680,51,0,0
1608072151780,738,Add Product to Cart,200,,text,true,,26673,73,0,0
1608072151779,741,Add Product to Cart,200,,text,true,,31510,78,0,0
1608072151977,543,Add Product 2 to Cart,200,,text,true,,31481,52,0,0
1608072151993,528,Add Product 2 to Cart,200,,text,true,,25696,36,0,0
1608072151779,742,Add Product to Cart,200,,text,true,,24574,78,0,0
1608072151995,531,Add Product 2 to Cart,200,,text,true,,25173,22,0,0
1608072152515,38,Logout,200,,text,true,,10479,12,0,0
1608072152522,36,Logout,200,,text,true,,10479,14,0,0
1608072152515,48,Logout,200,,text,true,,10479,13,0,0
1608072152521,43,Logout,200,,text,true,,10479,11,0,0
1608072152518,47,Logout,200,,text,true,,10479,10,0,0
1608072152554,17,Home,200,,text,true,,8822,14,0,0
1608072152558,14,Home,200,,text,true,,8822,14,0,0
1608072152527,54,Logout,200,,text,true,,10479,18,0,0
1608072152514,67,List Products with different page,200,,text,true,,119005,63,0,0
1608072152564,30,Home,200,,text,true,,8822,30,0,0
1608072152565,30,Home,200,,text,true,,8822,30,0,0
1608072152582,18,Home,200,,text,true,,8822,18,0,0
1608072152564,38,Home,200,,text,true,,8822,38,0,0
1608072152572,38,Login,200,,text,true,,10105,19,0,0
1608072152572,64,Login,200,,text,true,,10104,22,0,0
1608072152603,42,Login,200,,text,true,,10104,25,0,0
1608072152594,57,Login,200,,text,true,,10104,27,0,0
1608072152610,50,List Products,200,,text,true,,147011,44,0,0
1608072152596,73,Login,200,,text,true,,10104,31,0,0
1608072152601,69,Login,200,,text,true,,10104,33,0,0
1608072152637,58,List Products,200,,text,true,,93444,55,0,0
1608072152652,44,List Products,200,,text,true,,118983,39,0,0
1608072152646,59,List Products,200,,text,true,,147011,56,0,0
1608072152520,191,List Products with different page,200,,text,true,,95568,185,0,0
1608072152582,130,Add Product 2 to Cart,200,,text,true,,30346,25,0,0
1608072152522,216,List Products with different page,200,,text,true,,106959,198,0,0
1608072152518,221,List Products with different page,200,,text,true,,147001,203,0,0
1608072152671,74,List Products,200,,text,true,,147011,67,0,0
1608072152670,77,List Products,200,,text,true,,147011,68,0,0
1608072152712,58,Logout,200,,text,true,,10479,29,0,0
1608072152661,124,Look at Product,200,,text,true,,133959,119,0,0
1608072152771,23,Home,200,,text,true,,8822,21,0,0
1608072152697,108,Look at Product,200,,text,true,,112980,106,0,0
1608072152696,125,Look at Product,200,,text,true,,88744,124,0,0
1608072152707,118,Look at Product,200,,text,true,,161626,116,0,0
1608072152794,46,Login,200,,text,true,,10103,19,0,0
1608072152712,129,Add Product 2 to Cart,200,,text,true,,32189,28,0,0
1608072152747,95,Look at Product,200,,text,true,,135893,93,0,0
1608072152740,105,Add Product 2 to Cart,200,,text,true,,27362,21,0,0
1608072152748,104,Look at Product,200,,text,true,,133241,102,0,0
1608072152740,131,Add Product 2 to Cart,200,,text,true,,25265,21,0,0
1608072152841,44,Logout,200,,text,true,,10479,13,0,0
1608072152845,46,Logout,200,,text,true,,10479,13,0,0
1608072152841,63,List Products,200,,text,true,,118983,61,0,0
1608072152892,16,Home,200,,text,true,,8822,16,0,0
1608072152886,24,Home,200,,text,true,,8822,24,0,0
1608072152872,38,Logout,200,,text,true,,10479,15,0,0
1608072152786,125,Add Product to Cart,200,,text,true,,24782,29,0,0
1608072152910,20,Home,200,,text,true,,8822,20,0,0
1608072152806,126,Add Product to Cart,200,,text,true,,26670,28,0,0
1608072152909,46,Login,200,,text,true,,10103,26,0,0
1608072152826,134,Add Product to Cart,200,,text,true,,31472,17,0,0
1608072152822,142,Add Product to Cart,200,,text,true,,25677,18,0,0
1608072152910,56,Login,200,,text,true,,10103,25,0,0
1608072152911,57,List Products with different page,200,,text,true,,142419,47,0,0
1608072152842,127,Add Product to Cart,200,,text,true,,25164,20,0,0
1608072152853,135,Add Product to Cart,200,,text,true,,23680,13,0,0
1608072152930,68,Login,200,,text,true,,10104,42,0,0
1608072152933,65,List Products with different page,200,,text,true,,118128,53,0,0
1608072152955,47,List Products,200,,text,true,,147011,44,0,0
1608072152905,113,Look at Product,200,,text,true,,123685,111,0,0
1608072152969,51,List Products with different page,200,,text,true,,147033,43,0,0
1608072152967,60,List Products,200,,text,true,,93444,53,0,0
1608072152965,66,List Products with different page,200,,text,true,,95568,66,0,0
1608072152998,85,List Products,200,,text,true,,93444,77,0,0
1608072152969,132,Add Product 2 to Cart,200,,text,true,,25471,16,0,0
1608072152999,118,Add Product 2 to Cart,200,,text,true,,27382,22,0,0
1608072153019,100,Add Product to Cart,200,,text,true,,29654,30,0,0
1608072153102,35,Logout,200,,text,true,,10479,8,0,0
1608072153032,106,Add Product 2 to Cart,200,,text,true,,26361,24,0,0
1608072153029,110,Look at Product,200,,text,true,,112872,108,0,0
1608072153022,119,Add Product 2 to Cart,200,,text,true,,25853,16,0,0
1608072153118,33,Logout,200,,text,true,,10479,14,0,0
1608072153004,157,Look at Product,200,,text,true,,141994,147,0,0
1608072153139,25,Logout,200,,text,true,,10479,7,0,0
1608072153088,79,Look at Product,200,,text,true,,86765,77,0,0
1608072153120,55,List Products with different page,200,,text,true,,119005,50,0,0
1608072153138,40,Home,200,,text,true,,8822,39,0,0
1608072153142,48,Logout,200,,text,true,,10479,27,0,0
1608072152988,209,List Products with different page,200,,text,true,,146619,206,0,0
1608072152961,238,List Products with different page,200,,text,true,,146619,234,0,0
1608072153165,36,Home,200,,text,true,,8822,36,0,0
1608072153152,53,Home,200,,text,true,,8822,53,0,0
1608072153191,15,Home,200,,text,true,,8822,15,0,0
1608072153178,59,Login,200,,text,true,,10104,30,0,0
1608072153202,36,Login,200,,text,true,,10103,19,0,0
1608072153207,49,Login,200,,text,true,,10104,28,0,0
1608072153206,54,Login,200,,text,true,,10104,29,0,0
1608072153140,136,Add Product to Cart,200,,text,true,,31515,13,0,0
1608072153167,119,Add Product to Cart,200,,text,true,,24554,17,0,0
1608072153238,49,List Products,200,,text,true,,108144,45,0,0
1608072153162,132,Add Product to Cart,200,,text,true,,26675,19,0,0
1608072153238,58,List Products,200,,text,true,,147011,53,0,0
1608072153256,43,List Products,200,,text,true,,100738,42,0,0
1608072153261,61,List Products,200,,text,true,,108144,58,0,0
1608072153198,127,Add Product 2 to Cart,200,,text,true,,24368,24,0,0
1608072153201,125,Add Product 2 to Cart,200,,text,true,,32198,24,0,0
1608072153176,159,Add Product 2 to Cart,200,,text,true,,30355,16,0,0
1608072153295,50,List Products with different page,200,,text,true,,142086,47,0,0
1608072153327,48,Logout,200,,text,true,,10479,10,0,0
1608072153325,51,Logout,200,,text,true,,10479,27,0,0
1608072153336,45,Logout,200,,text,true,,10479,11,0,0
1608072153300,88,Look at Product,200,,text,true,,87347,86,0,0
1608072153298,91,Look at Product,200,,text,true,,134225,84,0,0
1608072153288,102,Look at Product,200,,text,true,,92464,99,0,0
1608072153375,18,Home,200,,text,true,,8822,18,0,0
1608072153377,22,Home,200,,text,true,,8822,22,0,0
1608072153287,121,List Products with different page,200,,text,true,,99690,120,0,0
1608072153382,32,Home,200,,text,true,,8822,32,0,0
1608072153277,147,List Products with different page,200,,text,true,,99523,145,0,0
1608072153394,31,Login,200,,text,true,,10104,14,0,0
1608072153324,130,Look at Product,200,,text,true,,98528,128,0,0
1608072153414,43,Login,200,,text,true,,10102,22,0,0
1608072153400,82,Login,200,,text,true,,10103,41,0,0
1608072153389,94,Add Product to Cart,200,,text,true,,24783,16,0,0
1608072153346,138,Add Product 2 to Cart,200,,text,true,,27375,18,0,0
1608072153390,101,Add Product to Cart,200,,text,true,,25688,29,0,0
1608072153388,108,Add Product to Cart,200,,text,true,,25177,31,0,0
1608072153426,74,List Products,200,,text,true,,147011,69,0,0
1608072153458,44,List Products,200,,text,true,,118983,41,0,0
1608072153485,28,Logout,200,,text,true,,10479,10,0,0
1608072153483,47,List Products,200,,text,true,,147011,45,0,0
1608072153514,18,Home,200,,text,true,,8822,18,0,0
1608072153410,122,Add Product 2 to Cart,200,,text,true,,25241,30,0,0
1608072153425,109,Add Product 2 to Cart,200,,text,true,,32203,25,0,0
1608072153484,54,List Products with different page,200,,text,true,,146619,48,0,0
1608072153455,93,Add Product to Cart,200,,text,true,,26660,11,0,0
1608072153492,63,List Products with different page,200,,text,true,,108166,58,0,0
1608072153496,68,List Products with different page,200,,text,true,,100760,65,0,0
1608072153535,37,Logout,200,,text,true,,10479,14,0,0
1608072153533,39,Logout,200,,text,true,,10479,15,0,0
1608072153532,53,Login,200,,text,true,,10103,26,0,0
1608072153501,86,Look at Product,200,,text,true,,160292,84,0,0
1608072153573,23,Home,200,,text,true,,8822,22,0,0
1608072153548,53,List Products with different page,200,,text,true,,105745,50,0,0
1608072153572,33,Home,200,,text,true,,8822,33,0,0
1608072153504,102,Look at Product,200,,text,true,,123642,101,0,0
1608072153531,98,Look at Product,200,,text,true,,133156,92,0,0
1608072153586,51,List Products,200,,text,true,,118983,48,0,0
1608072153605,39,Login,200,,text,true,,10102,23,0,0
1608072153596,52,Login,200,,text,true,,10104,34,0,0
1608072153556,100,Add Product 2 to Cart,200,,text,true,,26389,15,0,0
1608072153539,138,Add Product 2 to Cart,200,,text,true,,25472,33,0,0
1608072153572,107,Add Product 2 to Cart,200,,text,true,,25876,21,0,0
1608072153588,95,Add Product to Cart,200,,text,true,,31479,19,0,0
1608072153657,34,Logout,200,,text,true,,10479,12,0,0
1608072153607,88,Add Product to Cart,200,,text,true,,29645,21,0,0
1608072153648,48,List Products,200,,text,true,,118983,45,0,0
1608072153645,59,List Products,200,,text,true,,118983,57,0,0
1608072153691,22,Home,200,,text,true,,8822,22,0,0
1608072153678,36,Logout,200,,text,true,,10479,14,0,0
1608072153679,40,Logout,200,,text,true,,10479,10,0,0
1608072153629,103,Add Product to Cart,200,,text,true,,23671,15,0,0
1608072153720,17,Home,200,,text,true,,8822,17,0,0
1608072153714,28,Home,200,,text,true,,8822,28,0,0
1608072153714,33,Login,200,,text,true,,10105,19,0,0
1608072153602,147,Add Product 2 to Cart,200,,text,true,,27361,26,0,0
1608072153638,141,Look at Product,200,,text,true,,110636,140,0,0
1608072153738,46,Login,200,,text,true,,10105,21,0,0
1608072153749,44,Logout,200,,text,true,,10479,21,0,0
1608072153733,61,List Products with different page,200,,text,true,,147001,59,0,0
1608072153696,100,List Products with different page,200,,text,true,,119345,97,0,0
1608072153743,62,Login,200,,text,true,,10105,25,0,0
1608072153748,59,List Products,200,,text,true,,108144,58,0,0
1608072153684,131,List Products with different page,200,,text,true,,145136,127,0,0
1608072153705,116,Look at Product,200,,text,true,,131586,114,0,0
1608072153794,34,Home,200,,text,true,,8822,34,0,0
1608072153697,141,Look at Product,200,,text,true,,105141,140,0,0
1608072153785,75,List Products,200,,text,true,,147011,68,0,0
1608072153780,84,Add Product to Cart,200,,text,true,,26668,15,0,0
1608072153828,39,Login,200,,text,true,,10104,20,0,0
1608072153805,62,List Products,200,,text,true,,147011,56,0,0
1608072153795,93,Add Product 2 to Cart,200,,text,true,,24363,14,0,0
1608072153797,91,Add Product 2 to Cart,200,,text,true,,30344,20,0,0
1608072153808,87,Look at Product,200,,text,true,,91152,87,0,0
1608072153864,38,List Products with different page,200,,text,true,,119345,36,0,0
1608072153817,87,Add Product 2 to Cart,200,,text,true,,32183,15,0,0
1608072153868,43,List Products,200,,text,true,,108144,39,0,0
1608072153821,93,Add Product to Cart,200,,text,true,,31522,9,0,0
1608072153889,31,Logout,200,,text,true,,10479,15,0,0
1608072153889,41,Logout,200,,text,true,,10479,23,0,0
1608072153839,93,Add Product to Cart,200,,text,true,,24570,27,0,0
1608072153920,13,Home,200,,text,true,,8822,13,0,0
1608072153868,83,Look at Product,200,,text,true,,136252,79,0,0
1608072153915,36,List Products with different page,200,,text,true,,118128,34,0,0
1608072153861,92,Look at Product,200,,text,true,,137461,87,0,0
1608072153930,28,Home,200,,text,true,,8822,28,0,0
1608072153905,55,Logout,200,,text,true,,10479,14,0,0
1608072153961,16,Home,200,,text,true,,8822,16,0,0
1608072153934,44,Login,200,,text,true,,10104,30,0,0
1608072153896,88,Add Product to Cart,200,,text,true,,25697,26,0,0
1608072153903,86,Add Product 2 to Cart,200,,text,true,,27362,14,0,0
1608072153959,35,Login,200,,text,true,,10103,19,0,0
1608072153913,93,Look at Product,200,,text,true,,96832,91,0,0
1608072153990,27,Logout,200,,text,true,,10479,10,0,0
1608072153977,41,Login,200,,text,true,,10104,24,0,0
1608072153979,39,List Products,200,,text,true,,147011,33,0,0
1608072153985,42,List Products with different page,200,,text,true,,106959,35,0,0
1608072153994,35,List Products,200,,text,true,,100738,33,0,0
1608072154017,14,Home,200,,text,true,,8822,13,0,0
1608072153952,81,Add Product to Cart,200,,text,true,,24788,15,0,0
1608072153952,87,Add Product 2 to Cart,200,,text,true,,32215,23,0,0
1608072153953,91,Add Product to Cart,200,,text,true,,25169,17,0,0
1608072154018,40,List Products,200,,text,true,,118983,39,0,0
1608072154040,20,Logout,200,,text,true,,10479,10,0,0
1608072154031,35,Login,200,,text,true,,10104,19,0,0
1608072154034,33,List Products with different page,200,,text,true,,142419,32,0,0
1608072154061,8,Home,200,,text,true,,8822,8,0,0
1608072154020,53,Look at Product,200,,text,true,,132698,51,0,0
1608072154045,36,List Products with different page,200,,text,true,,147033,32,0,0
1608072154006,85,Add Product to Cart,200,,text,true,,26666,21,0,0
1608072154030,65,Look at Product,200,,text,true,,104472,63,0,0
1608072154070,42,Login,200,,text,true,,10104,11,0,0
1608072153933,179,List Products with different page,200,,text,true,,117007,161,0,0
1608072154066,51,List Products,200,,text,true,,108144,45,0,0
1608072154028,93,Add Product 2 to Cart,200,,text,true,,26402,16,0,0
1608072154092,47,List Products with different page,200,,text,true,,105745,46,0,0
1608072154121,21,Logout,200,,text,true,,10479,8,0,0
1608072154059,87,Look at Product,200,,text,true,,131415,86,0,0
1608072154069,85,Add Product 2 to Cart,200,,text,true,,25475,12,0,0
1608072154074,80,Add Product to Cart,200,,text,true,,23669,13,0,0
1608072154143,12,Home,200,,text,true,,8822,12,0,0
1608072154112,46,List Products,200,,text,true,,118983,40,0,0
1608072154154,26,Logout,200,,text,true,,10479,13,0,0
1608072154082,98,Add Product 2 to Cart,200,,text,true,,25857,29,0,0
1608072154118,67,Look at Product,200,,text,true,,95139,66,0,0
1608072154095,93,Add Product to Cart,200,,text,true,,29626,27,0,0
1608072154114,76,Add Product 2 to Cart,200,,text,true,,25276,18,0,0
1608072154154,41,List Products with different page,200,,text,true,,146619,36,0,0
1608072154155,46,Login,200,,text,true,,10104,18,0,0
1608072154140,62,Add Product 2 to Cart,200,,text,true,,27369,12,0,0
1608072154180,31,Home,200,,text,true,,8822,31,0,0
1608072154190,24,Logout,200,,text,true,,10479,6,0,0
1608072154180,35,Logout,200,,text,true,,10479,15,0,0
1608072154147,70,Add Product to Cart,200,,text,true,,31480,11,0,0
1608072154188,39,List Products with different page,200,,text,true,,100760,29,0,0
1608072154215,21,Home,200,,text,true,,8822,21,0,0
1608072154216,20,Home,200,,text,true,,8822,20,0,0
1608072154160,77,Look at Product,200,,text,true,,130949,67,0,0
1608072154202,43,Logout,200,,text,true,,10479,18,0,0
1608072154211,39,Login,200,,text,true,,10104,19,0,0
1608072154202,51,List Products,200,,text,true,,93444,47,0,0
1608072154217,39,List Products with different page,200,,text,true,,118128,32,0,0
1608072154246,16,Home,200,,text,true,,8822,15,0,0
1608072154236,32,Login,200,,text,true,,10103,19,0,0
1608072154186,83,Add Product to Cart,200,,text,true,,26680,15,0,0
1608072154236,37,Login,200,,text,true,,10103,24,0,0
1608072154251,30,List Products,200,,text,true,,108144,28,0,0
1608072154196,93,Add Product 2 to Cart,200,,text,true,,24355,20,0,0
1608072154262,31,Login,200,,text,true,,10103,20,0,0
1608072154269,35,List Products,200,,text,true,,100738,33,0,0
1608072154273,31,List Products,200,,text,true,,147011,29,0,0
1608072154270,34,List Products with different page,200,,text,true,,108166,29,0,0
1608072154237,69,Add Product to Cart,200,,text,true,,31530,14,0,0
1608072154228,80,Add Product 2 to Cart,200,,text,true,,30320,12,0,0
1608072154289,20,Logout,200,,text,true,,10479,9,0,0
1608072154254,63,Look at Product,200,,text,true,,87364,62,0,0
1608072154257,65,Add Product 2 to Cart,200,,text,true,,32174,11,0,0
1608072154294,36,List Products,200,,text,true,,93444,33,0,0
1608072154307,26,List Products with different page,200,,text,true,,119005,19,0,0
1608072154310,26,Home,200,,text,true,,8822,26,0,0
1608072154309,33,Logout,200,,text,true,,10479,10,0,0
1608072154282,65,Look at Product,200,,text,true,,89315,60,0,0
1608072154342,16,Home,200,,text,true,,8822,16,0,0
1608072154323,35,Logout,200,,text,true,,10479,10,0,0
1608072154305,65,Add Product 2 to Cart,200,,text,true,,27370,13,0,0
1608072154304,69,Look at Product,200,,text,true,,84509,68,0,0
1608072154359,16,Home,200,,text,true,,8822,14,0,0
1608072154336,40,Login,200,,text,true,,10105,25,0,0
1608072154331,47,Look at Product,200,,text,true,,92869,44,0,0
1608072154317,63,Add Product to Cart,200,,text,true,,25687,14,0,0
1608072154304,77,Look at Product,200,,text,true,,135848,67,0,0
1608072154371,18,Logout,200,,text,true,,10479,10,0,0
1608072154359,34,Login,200,,text,true,,10103,20,0,0
1608072154390,16,Home,200,,text,true,,8822,15,0,0
1608072154334,73,Add Product 2 to Cart,200,,text,true,,31530,17,0,0
1608072154381,37,List Products with different page,200,,text,true,,95568,36,0,0
1608072154375,48,Login,200,,text,true,,10105,28,0,0
1608072154348,78,Add Product to Cart,200,,text,true,,24791,19,0,0
1608072154407,22,Logout,200,,text,true,,10479,7,0,0
1608072154377,52,List Products,200,,text,true,,118983,46,0,0
1608072154394,43,List Products,200,,text,true,,118983,41,0,0
1608072154430,10,Home,200,,text,true,,8822,10,0,0
1608072154381,66,Add Product to Cart,200,,text,true,,25167,9,0,0
1608072154374,77,Add Product to Cart,200,,text,true,,24573,23,0,0
1608072154406,45,Login,200,,text,true,,10103,17,0,0
1608072154378,76,Add Product to Cart,200,,text,true,,26655,19,0,0
1608072154424,39,List Products,200,,text,true,,100738,36,0,0
1608072154448,30,List Products with different page,200,,text,true,,145136,28,0,0
1608072154440,48,Login,200,,text,true,,10105,20,0,0
1608072154420,72,Add Product 2 to Cart,200,,text,true,,26376,13,0,0
1608072154430,67,Look at Product,200,,text,true,,101847,62,0,0
1608072154451,48,List Products,200,,text,true,,108144,46,0,0
1608072154451,51,List Products with different page,200,,text,true,,101683,50,0,0
1608072154454,54,List Products with different page,200,,text,true,,95568,51,0,0
1608072154438,79,Look at Product,200,,text,true,,123364,77,0,0
1608072154493,28,Logout,200,,text,true,,10479,11,0,0
1608072154488,34,List Products,200,,text,true,,118983,32,0,0
1608072154463,66,Look at Product,200,,text,true,,112101,65,0,0
1608072154521,19,Home,200,,text,true,,8822,18,0,0
1608072154480,67,Add Product 2 to Cart,200,,text,true,,25855,16,0,0
1608072154548,22,Logout,200,,text,true,,10479,6,0,0
1608072154427,143,List Products with different page,200,,text,true,,106843,141,0,0
1608072154540,34,Login,200,,text,true,,10104,22,0,0
1608072154500,75,Look at Product,200,,text,true,,95494,62,0,0
1608072154498,80,Add Product to Cart,200,,text,true,,23674,19,0,0
1608072154523,57,Look at Product,200,,text,true,,132351,55,0,0
1608072154509,75,Add Product 2 to Cart,200,,text,true,,27344,18,0,0
1608072154503,82,Add Product 2 to Cart,200,,text,true,,25253,20,0,0
1608072154571,16,Home,200,,text,true,,8822,16,0,0
1608072154530,65,Add Product to Cart,200,,text,true,,31467,9,0,0
1608072154517,83,Add Product to Cart,200,,text,true,,29648,18,0,0
1608072154578,30,List Products with different page,200,,text,true,,117007,26,0,0
1608072154575,38,List Products,200,,text,true,,100738,36,0,0
1608072154584,33,Logout,200,,text,true,,10479,9,0,0
1608072154587,36,Login,200,,text,true,,10104,19,0,0
